UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
7setVupY37sJ,"On videocameralistics: the geopolitics of failed states, theCNNInternational and (UN) governmentality",https://www.tandfonline.com/doi/abs/10.1080/09672299708565789,"['TW Luke', 'G o Tuathail']",… The third dynamic is the regulatory imperatives ofeconomicgrowth and political stabilityexerted by hege monic states and institutions upon the strong and the weak alike. This article …,Francis,74,"/scholar?cites=13537636768398821358&as_sdt=2005&sciodt=0,5&hl=en",1997
Z9kqI6ObOewJ,Intelligent machine fault diagnosis with effective denoising using EEMD-ICA-FuzzyEn andCNN,https://www.tandfonline.com/doi/abs/10.1080/00207543.2022.2122621,"['H Zhou', 'W Chen', ' C Shen', ' L Cheng…']","… The 2DCNNshows better and more robust performance in … approaches, including 1DCNNand 2DCNN, achieve nearly … Moreover, this paper proposes an improvedCNNmodel with …",Francis,12,"/scholar?cites=17021807391595485543&as_sdt=2005&sciodt=0,5&hl=en",2023
nUr12kfEuRIJ,DAD-MCNN: DDoS attack detection via multi-channelCNN,https://dl.acm.org/doi/abs/10.1145/3318299.3318329,"['J Chen', 'Y Yang', ' K Hu', 'H Zheng', ' Z Wang']","… of attacks, has produced seriouseconomicdamages. DDoS attack … , a multi-channelCNN(MC-CNN) based DDoS attack detection … (2) MC-CNNis applied to detect DDoS attack and …",dl.acm.org,33,"/scholar?cites=1349325376269404829&as_sdt=2005&sciodt=0,5&hl=en",2019
SgPZSckazeEJ,Attention-basedCNN-LSTM and XGBoost hybrid model for stock prediction,https://arxiv.org/abs/2204.02623,"['Z Shi', ' Y Hu', ' G Mo', ' J Wu']",… importance in the financial andeconomicdevelopment. Due to … paper proposes anattentionbasedCNN-LSTM and XGBoost … The pre-training model is the Attention-based …,arxiv.org,15,"/scholar?cites=16270690480589177674&as_sdt=2005&sciodt=0,5&hl=en",2022
SiFX9whwIDAJ,Exploring VIIRS night light long-term time series withCNN/SI for urban change detection and aerosol monitoring,https://www.mdpi.com/2072-4292/14/13/3126,"['C Cao', 'B Zhang', ' F Xia', 'Y Bai']","… many novel studies in both geophysical and socialeconomicresearch. In particular, the VIIRS… For socialeconomicapplications, numerous published results have correlatedeconomic…",mdpi.com,5,"/scholar?cites=3467894896887013706&as_sdt=2005&sciodt=0,5&hl=en",2022
Na3pazklYmEJ,ConvOPF-DOP: A data-driven method for solving AC-OPF based onCNNconsidering different operation patterns,https://ieeexplore.ieee.org/abstract/document/9745376/,"['Y Jia', 'X Bai', ' L Zheng', ' Z Weng…']","… significant problem in theeconomicoperation of power systems… based on ConvolutionalNeural Network (CNN), to solve the AC… data, optimize hyperparameters of theCNNmodel by the …",ieeexplore.ieee.org,13,"/scholar?cites=7017212097950494005&as_sdt=2005&sciodt=0,5&hl=en",2022
_42H-_P0xAkJ,Classification of beans leaf diseases using fine tunedcnnmodel,https://www.sciencedirect.com/science/article/pii/S1877050923000170,"['V Singh', 'A Chug', 'AP Singh']","… of different Convolutional Neural Network (CNN) models. The … role of different optimizerson theCNNmodels. Furthermore, … It will further revenue theeconomicgrowth and agricultural …",Elsevier,21,"/scholar?cites=703956770510835199&as_sdt=2005&sciodt=0,5&hl=en",2023
-D1UyDeRTdIJ,Developing an Efficient System with Mask R-CNNfor Agricultural Applications,https://ageconsearch.umn.edu/record/334659/,"['B Jabir', 'KE Moutaouakil', ' N Falih']","… fed into a Mask R-CNNmodel. The training stage … (CNN) and the algorithms used inour study. Then, we present the datasets and tools used in our implementation of the Mask R-CNN…",ageconsearch.umn.edu,2,"/scholar?cites=15153927989941779960&as_sdt=2005&sciodt=0,5&hl=en",2023
8LmRVpOECsgJ,Dry bean cultivars classification using deepcnnfeatures and salp swarm algorithm based extreme learning machine,https://www.sciencedirect.com/science/article/pii/S0168169922008833,"['M Dogan', 'YS Taspinar', 'I Cinar', 'R Kursun…']","Since dry bean varieties have different qualities andeconomicvalues, their separation is ofgreat importance in the field of agriculture. In recent years, the use of artificial intelligence-…",Elsevier,34,"/scholar?cites=14414479325700143600&as_sdt=2005&sciodt=0,5&hl=en",2023
LmTJrNI3a2UJ,CNNand the evolution of complex information systems in nature and technology,https://ieeexplore.ieee.org/abstract/document/1035086/,['K Mainzer'],"… Cellular NeuraliNonlinear Networks (CNN) are considered …economics, and philosophy an'globalism' and 'localism' underlines the importance of theCNNparadigm for social,economic…",ieeexplore.ieee.org,3,"/scholar?cites=7307996198320301102&as_sdt=2005&sciodt=0,5&hl=en",2002
g0jeaEWL4hoJ,Potato blight detection using fine-tunedCNNarchitecture,https://www.mdpi.com/2227-7390/11/6/1516,['MH Al'],"… It also contributes to theeconomicgrowth of developing and underdeveloped countries. …Therefore, considering these challenges, we customised a convolutional neural network (CNN) …",mdpi.com,14,"/scholar?cites=1937263919951136899&as_sdt=2005&sciodt=0,5&hl=en",2023
biHxiB2Osm8J,Rice disease detection and monitoring usingCNNand naive Bayes classification,https://link.springer.com/chapter/10.1007/978-981-15-7394-1_2,"['D Mohapatra', 'J Tripathy', 'TK Patra']","… Now, an exact identification is possible which will increase the predictability andeconomicgrowth of all farmers as well as the economy condition of our country. This process not only …",Springer,23,"/scholar?cites=8048651741567197550&as_sdt=2005&sciodt=0,5&hl=en",2021
riJiRF-pLd8J,MG-CNN: A deepCNNto predict saddle points of matrix games,https://www.sciencedirect.com/science/article/pii/S0893608022003586,"['D Wu', 'A Lisser']","… problem that arises in various fields, eg,economics, computer science, and engineering.The … or MG-CNNfor short. Thanks to a global pooling technique, MG-CNNcan solve matrix …",Elsevier,9,"/scholar?cites=16081696071044178606&as_sdt=2005&sciodt=0,5&hl=en",2022
2JCoupru_OwJ,Federated learning-based multi-energy load forecasting method usingCNN-Attention-LSTM model,https://www.mdpi.com/2071-1050/14/19/12843,"['G Zhang', ' S Zhu', 'X Bai']",… mechanism for alleviating environmental andeconomicpressures. As a part of …CNN-Attention-LSTMmodel based on federated learning to forecast the multi-energy load of IEMs.CNN-…,mdpi.com,15,"/scholar?cites=17076786235406061784&as_sdt=2005&sciodt=0,5&hl=en",2022
3Vp7YOiPR1EJ,Carbon futures price forecasting based with ARIMA-CNN-LSTM model,https://www.sciencedirect.com/science/article/pii/S1877050919319660,"['L Ji', ' Y Zou', 'K He', ' B Zhu']","… In the meantime, new models such as theCNN, LSTM, LightGBM emerging in the … in thefinance andeconomicsfield [8]. The convolutional neural network (CNN) has the capability to …",Elsevier,95,"/scholar?cites=5856808068632500957&as_sdt=2005&sciodt=0,5&hl=en",2019
Z-oRLPkL1NUJ,A Novel Hybrid Model for Gasoline Prices Forecasting Based on Lasso andCNN,https://ieeexplore.ieee.org/abstract/document/9964050/,"['H Yang', ' X Tian', ' X Jin', ' H Wang']","… Since an oil price shock is strongly correlated with the correspondingeconomicrecession, …been studied to explain a variety ofeconomicphenomena, such as demand for automobiles[3…",ieeexplore.ieee.org,1,"/scholar?cites=15407953389955443303&as_sdt=2005&sciodt=0,5&hl=en",2022
8N0-QTdeALIJ,Portrayal of Islam and Muslims in the Talk Shows ofCNNand BBC,https://www.indianjournals.com/ijor.aspx?target=ijor:mw&volume=7&issue=3&article=001,"['N Hayat', 'JA Wahab']","… 50 episodes of talk shows onCNNand BBC about the representation of Islam and Muslims.The findings outline that instead of religion, human rights,economicsand war on terror both …",indianjournals.com,6,"/scholar?cites=12826355330162023920&as_sdt=2005&sciodt=0,5&hl=en",2016
c5j0lpPXjg4J,"Aerosol optical depth forecast over global dust belt based on LSTM,CNN-LSTM, CONV-LSTM and FFT algorithms",https://ieeexplore.ieee.org/abstract/document/9535571/,"['N Daoud', 'M Eltahan…']","Aerosols are sources of the uncertainty in the global atmosphere and climate. They havemany critical health,economicand social impacts. In this paper, we assess prediction of …",ieeexplore.ieee.org,16,"/scholar?cites=1049012792116680819&as_sdt=2005&sciodt=0,5&hl=en",2021
hLsKvE2uSXsJ,Multi-frequency-band deepCNNmodel for tool wear prediction,https://iopscience.iop.org/article/10.1088/1361-6501/abb7a0/meta,"['J Duan', ' J Duan', ' H Zhou', ' X Zhan', ' T Li…']","A reliable data-driven tool condition monitoring system is more and more promising for cuttingdown on machine downtime andeconomiclosses. However, traditional methods are not …",iopscience.iop.org,29,"/scholar?cites=8883823388855548804&as_sdt=2005&sciodt=0,5&hl=en",2021
kAKidpb_Z70J,CNNbased leaf disease identification and remedy recommendation system,https://ieeexplore.ieee.org/abstract/document/8821872/,"['V Suma', ' RA Shetty', ' RF Tated…']",Agriculture is one field which has a high impact on life andeconomicstatus of human beings.Improper management leads to loss in agricultural products. Farmers lack the knowledge …,ieeexplore.ieee.org,30,"/scholar?cites=13648158217470083728&as_sdt=2005&sciodt=0,5&hl=en",2019
z-WrEYUstfwJ,[PDF][PDF]Real-time diseases detection of grape and grape leaves using faster r-cnnand ssd mobilenet architectures,https://www.researchgate.net/profile/Akif-Durdu/publication/334987612_Real-Time_Diseases_Detection_of_Grape_and_Grape_Leaves_using_Faster_R-CNN_and_SSD_MobileNet_Architectures/links/5d490a7c299bf1995b695254/Real-Time-Diseases-Detection-of-Grape-and-Grape-Leaves-using-Faster-R-CNN-and-SSD-MobileNet-Architectures.pdf,"['S Ghoury', 'C Sungur', 'A Durdu']",… Accurate and rapid detection of diseases and pests in plants can help to develop anearly treatment technique while greatly reducingeconomiclosses. It is very difficult and time-…,researchgate.net,51,"/scholar?cites=18209509618381219279&as_sdt=2005&sciodt=0,5&hl=en",2019
OSs31ALz17cJ,"Comparative performance of fourCNN-based deep learning variants in detecting Hispa pest, two fungal diseases, and NPK deficiency symptoms of rice (Oryza sativa)",https://www.sciencedirect.com/science/article/pii/S0168169922006494,"['B Dey', 'MMU Haque', ' R Khatun', 'R Ahmed']","… Neural Network (CNN) and four pre-trained deepCNNmodels, for … Relatively simplestructuredCNNwas found to predict … stress symptoms in othereconomiccrops could also be …",Elsevier,30,"/scholar?cites=13247324022409472825&as_sdt=2005&sciodt=0,5&hl=en",2022
7sCCmc0H9WMJ,The pest and disease identification in the growth of sweet peppers using faster R-CNNand mask R-CNN,https://jit.ndhu.edu.tw/article/view/2282,"['TL Lin', ' HY Chang', ' KH Chen']","… prevent their occurrence in advance and avoideconomiclosses. Early identification of pests… The Faster R-CNNexhibited a regional recognition accuracy of 89%, and the Mask R-CNN…",jit.ndhu.edu.tw,30,"/scholar?cites=7202671758674149614&as_sdt=2005&sciodt=0,5&hl=en",2020
MN0AuEVjqUgJ,[PDF][PDF]Early prediction of plant diseases usingCNNand GANs,https://www.researchgate.net/profile/Yasser-Abd-El-Latif/publication/351993817_Early_Prediction_of_Plant_Diseases_using_CNN_and_GANs/links/60b4c97492851cd0d988f957/Early-Prediction-of-Plant-Diseases-using-CNN-and-GANs.pdf,"['AA Gomaa', 'YM Abd El']","… crop production and quality with hugeeconomiclosses to the farmers and the country. Thisin turn increases the market price of crops and food, which increase the purchase burden of …",researchgate.net,14,"/scholar?cites=5235825192885869872&as_sdt=2005&sciodt=0,5&hl=en",2021
I-tXBlxal5gJ,A multi-energy load forecasting method based on parallel architectureCNN-GRU and transfer learning for data deficient integrated energy systems,https://www.sciencedirect.com/science/article/pii/S0360544222018667,"['C Li', 'G Li', ' K Wang', ' B Han']","In the integrated energy system with small samples, insufficient data limits the accuracy ofenergy load forecasting and thereafter affects the system'seconomicoperation and optimal …",Elsevier,54,"/scholar?cites=10995356366538271523&as_sdt=2005&sciodt=0,5&hl=en",2022
9FVKC0goTswJ,"Cnn-lstm deep learning based forecasting model for covid-19 infection cases in Nigeria, South Africa and Botswana",https://link.springer.com/article/10.1007/s12553-022-00711-5,"['LJ Muhammad', 'AA Haruna', 'US Sharif…']","… great deal amounts of catastrophes such aseconomicrecession, political instability and loss… andeconomicsectors. Therefore, in this work, we combined Convolutional Neural Network (…",Springer,5,"/scholar?cites=14721748521812907508&as_sdt=2005&sciodt=0,5&hl=en",2022
4to_Brf_lI0J,Hybrid short-term load forecasting using CGAN withCNNand semi-supervised regression,https://www.sciencedirect.com/science/article/pii/S0306261923002842,"['X Bu', 'Q Wu', ' B Zhou', ' C Li']","… Therefore, a generator combined withCNNis introduced in this …economicoperation ofpower systems. Therefore, this paper proposes a hybrid STLF model using the CGAN withCNN…",Elsevier,8,"/scholar?cites=10202060217449962210&as_sdt=2005&sciodt=0,5&hl=en",2023
2RAprG59WBgJ,ACNN-based methodology for breast cancer diagnosis using thermal images,https://www.tandfonline.com/doi/abs/10.1080/21681163.2020.1824685,['J Zuluaga'],"… countries still lack access due toeconomic, social, or cultural … convolutional neural networks(CNN) using thermal images. … Among the 57 patients database, ourCNNmodels obtained …",Francis,144,"/scholar?cites=1754289969149055193&as_sdt=2005&sciodt=0,5&hl=en",2021
n-t31iTUr5YJ,Petroleum price prediction withcnn-lstm andcnn-gru using skip-connection,https://www.mdpi.com/2227-7390/11/3/547,"['GI Kim', 'B Jang']","Crude oil plays an important role in the global economy, as it contributes one-third of the energyconsumption worldwide. However, despite its importance in policymaking andeconomic…",mdpi.com,10,"/scholar?cites=10858130481295649695&as_sdt=2005&sciodt=0,5&hl=en",2023
weatWz0jrvUJ,“Down the Middle”:CNN10and the Ideology of Objectivity,https://www.tandfonline.com/doi/abs/10.1080/17512786.2021.2008812,['P Parks'],"… the ideology of objectivity shapesCNN’s discursive choices and … Finally, I describeCNN10and contextualize its role at the … would reduceeconomicpain and facilitate quicker recovery. …",Francis,4,"/scholar?cites=17703125931678099137&as_sdt=2005&sciodt=0,5&hl=en",2023
hEYL1g3k_Q0J,Short-term load forecasting model of distribution transformer based onCNNand LSTM,https://ieeexplore.ieee.org/abstract/document/9279813/,"['S Luo', ' Y Rao', ' J Chen', ' H Wang…']",This paper proposed a novel short-term load forecasting method using a hybrid model ofConvolutional Neural Networks (CNN) and Long Short-Term Memory (LSTM) for distribution …,ieeexplore.ieee.org,17,"/scholar?cites=1008212639677630084&as_sdt=2005&sciodt=0,5&hl=en",2020
MvS-WFArHHsJ,Research on phishing webpage detection technology based onCNN-BiLSTM algorithm,https://iopscience.iop.org/article/10.1088/1742-6596/1738/1/012131/meta,"['Q Zhang', ' Y Bu', ' B Chen', ' S Zhang…']","… phishing webpages to obtaineconomicbenefits. Currently, the … used Convolution NeuralNetwork (CNN) to detect phishing … phishing detection method based onCNNand Bi-directional …",iopscience.iop.org,13,"/scholar?cites=8871012990099321906&as_sdt=2005&sciodt=0,5&hl=en",2021
itV9DPib--4J,Ndvi versuscnnfeatures in deep learning for land cover clasification of aerial images,https://ieeexplore.ieee.org/abstract/document/8900165/,"['A Ramanath', 'S Muthusrinivasan', 'Y Xie…']","… ) overCNNfeatures on simple machine learning models such as SVMs, decision trees,random forests. Our study is an extension of this comparison where we look at NDVI versusCNN…",ieeexplore.ieee.org,26,"/scholar?cites=17220529089844991370&as_sdt=2005&sciodt=0,5&hl=en",201
gVwU7i4kh9gJ,"External Communication Research of the Belt and Road Initiative——Comparative analysis of the relevant reports on the Belt and Road Initiative in China daily,CNN…",https://www.atlantis-press.com/proceedings/mmetss-19/125919628,['L Hu'],"… and CNBC, and it even ranks top 1 in CNBC's ranking ofeconomickeywords. A large …towardseconomicaspects of the initiative fromCNNand CNBC can be seen clearly. BothCNN…",atlantis-press.com,2,"/scholar?cites=15602479218029780097&as_sdt=2005&sciodt=0,5&hl=en",2019
CpRGLf5ao9UJ,Student Graduation Prediction Model using Deep Learning Convolutional Neural Network (CNN),https://ieeexplore.ieee.org/abstract/document/9920449/,"['A Salam', 'J Zeniarja…']","… of student activities, as well aseconomicand other considerations. This necessitates theexistence … (CNN) algorithm to predict student graduation. The classification model with theCNN…",ieeexplore.ieee.org,3,"/scholar?cites=15394247999010280458&as_sdt=2005&sciodt=0,5&hl=en",2022
GqAc4HrcpNoJ,"Conservative Media and Political Socialization: Immigration, Gay Marriage, and Abortion as Presented by Fox News, the Wall Street Journal, andCNN",https://mds.marshall.edu/etd/398/,['J McKay'],"… will likely beeconomic, whereasCNNwill probably have very littleeconomicdiscussionwithin … social issues than bothCNNand The Wall Street Journal, but will find ways to interject …",mds.marshall.edu,1,"/scholar?cites=15754959816752930842&as_sdt=2005&sciodt=0,5&hl=en",2012
Gr_B4k_kf3AJ,DeepCNN-based methods to evaluate neighborhood-scale urban valuation through street scenes perception,https://ieeexplore.ieee.org/abstract/document/8411833/,"['J Zhao', 'X Liu', ' Y Kuang', 'YV Chen…']","… approach will be more human-centered, which can be extended to help urban planners andcitizens to explore the significant impacts on city decision optimization or spatialeconomics-…",ieeexplore.ieee.org,13,"/scholar?cites=8106448886048079642&as_sdt=2005&sciodt=0,5&hl=en",2018
D9j6RrTtRbgJ,Multisensor-based tool wear diagnosis using 1D-CNNand DGCCA,https://link.springer.com/article/10.1007/s10489-022-03773-0,"['Y Yin', ' S Wang', ' J Zhou']","… efficiency andeconomics, monitoring and … -CNN) and deep generalized canonical correlationanalysis (DGCCA) for multiple sensors-based tool wear diagnosis. In particular, 1D-CNNis …",Springer,16,"/scholar?cites=13278280434912516111&as_sdt=2005&sciodt=0,5&hl=en",2023
9iY3J1qjtyYJ,Between Al-Jazeera andCNN: Indicators of media use by Belgian ethnic minority youth,https://www.degruyter.com/document/doi/10.1515/COMMUN.2006.027/html,"['D Sinardet', 'D Mortelmans']","… actually differs from that of their Belgian counterparts, and instead focuses on the roleethnicity plays as a determinant of media use when weighed up against other socio-economicor …",degruyter.com,31,"/scholar?cites=2789878101779621622&as_sdt=2005&sciodt=0,5&hl=en",2006
C51ckdL94PYJ,Product differentiation in national TV newscasts: A comparison of the cable all-news networks and the broadcast networks,https://www.tandfonline.com/doi/abs/10.1207/s15506878jobem4401_5,['HS Bae'],"… ' andCNN'snewscasts discovered thatCNN'sbusiness andeconomicnews stories were …However,CNN'sreporting was of less depth compared to network reporting, despite the two-…",Francis,91,"/scholar?cites=17789497608937184523&as_sdt=2005&sciodt=0,5&hl=en",2000
oRxjSKr_e54J,Grading and fraud detection of saffron via learning-to-augment incorporated Inception-v4CNN,https://www.sciencedirect.com/science/article/pii/S0956713522007472,"['M Momeny', 'AA Neshat', 'A Jahanbakhshi', 'M Mahmoudi…']","… sole motive of gaining moreeconomicprofit. Today, machine … Neural Network (LAII-v4CNN)was developed for grading and … with the proposed LAII-v4CNNusing images corrupted by …",Elsevier,25,"/scholar?cites=11420002386952002721&as_sdt=2005&sciodt=0,5&hl=en",2023
eI8K5FkJFRsJ,Authenticity and nominal detection of Indonesian banknotes using ROI andCNN,https://ieeexplore.ieee.org/abstract/document/9532585/,"['AM Yusuf', 'S Suyanto']","… We are considering alleconomictransaction activities in a country. Counterfeit money is …as a transaction tool to meet society’seconomicneeds, money can also be used as a …",ieeexplore.ieee.org,2,"/scholar?cites=1951476295217614712&as_sdt=2005&sciodt=0,5&hl=en",2021
_suUw_Jh92kJ,Estimating oil palm tree yield and soil composition using multi-scaleCNNand vegetation indices,https://ijisae.org/index.php/IJISAE/article/view/2457,"['E Irwansyah', 'AAS Gunawan', ' I Dzikri']","… decisions to provide maximumeconomicbenefits. By implementing the Multi-ScaleCNNmodel, oil … Then by developing a prototype that integrates the Multi-ScaleCNNmodel and the …",ijisae.org,2,"/scholar?cites=7635679388521253886&as_sdt=2005&sciodt=0,5&hl=en",2023
qm4sIn5A6WIJ,Comparative analysis of multiple deepCNNmodels for waste classification,https://arxiv.org/abs/2004.02168,"['D Gyawali', ' A Regmi', ' A Shakya', 'A Gautam…']","… Improper waste management has an adverse effect ineconomic, public health and the …Effective waste recycling is botheconomicand environmentally beneficial. It can help in …",arxiv.org,33,"/scholar?cites=7127298795773914794&as_sdt=2005&sciodt=0,5&hl=en",2020
W1_aCOnSgioJ,A NovelCNN-LSTM Model for Predicting the Railway Sector Stock Price in the Tehran Stock Exchange,https://ieeexplore.ieee.org/abstract/document/10139258/,"['F Bodaghi', 'A Owhadi', 'AK Nasr…']","… the development of rail transport has exceptionally positive and significant effects on thecountry's macroeconomy, and investment in this sector leads to the prosperity of othereconomic…",ieeexplore.ieee.org,1,"/scholar?cites=3063242594883100507&as_sdt=2005&sciodt=0,5&hl=en",2023
Oybyi8ik2LEJ,A hybridCNN-BiLSTM approach-based variational mode decomposition for tool wear monitoring,https://link.springer.com/article/10.1007/s00170-021-08448-7,"['R Bazi', ' T Benkedjouh', 'H Habbouche', 'S Rechak…']","… The cutting tool degradation can cause significanteconomic… , Convolutional Neural Networks(CNN) and Bidirectional long … The model development based on 1D-CNNand BiLSTM are …",Springer,40,"/scholar?cites=12815173920931063355&as_sdt=2005&sciodt=0,5&hl=en",2022
ylfZw5FHtvIJ,Solar power prediction using dual streamCNN-LSTM architecture,https://www.mdpi.com/1424-8220/23/2/945,"['H Alharkan', 'S Habib', 'M Islam']","… system brings greateconomicand environmental benefits. … (CNN) and long short-termnemory (LSTM) network followed by a self-attention mechanism network (DSCLANet). Here,CNN…",mdpi.com,9,"/scholar?cites=17489244894321530826&as_sdt=2005&sciodt=0,5&hl=en",2023
_tpyr-3fjNAJ,"Comparing inception V3, VGG 16, VGG 19,CNN, and ResNet 50: a case study on early detection of a rice disease",https://www.mdpi.com/2073-4395/13/6/1633,"['SR Shah', 'S Qadri', ' H Bibi', ' SMW Shah', 'MI Sharif…']","… The model combinedCNNlayers with R-CNNfor the target frame and detected the rice …deepCNN, combined with the naive Bayes algorithm, generates aneconomicadvancement [30]…",mdpi.com,6,"/scholar?cites=15027632268572285694&as_sdt=2005&sciodt=0,5&hl=en",2023
VUoojNV_2coJ,A Multi-Factor Selection and Fusion Method through theCNN-LSTM Network for Dynamic Price Forecasting,https://www.mdpi.com/2227-7390/11/5/1132,"['Y Liu', 'C Yang', ' K Huang', ' W Liu']","…economicsmethods, statistical methods, and artificial intelligence methods. For chaoticeconomics… Chaoticeconomicscan take into account the impact of complex relationships, but it is …",mdpi.com,3,"/scholar?cites=14616854620763867733&as_sdt=2005&sciodt=0,5&hl=en",2023
_ZJlacjva_UJ,[HTML][HTML]Application ofCNN-based machine learning in the study of motor fault diagnosis,https://www.hindawi.com/journals/cin/2022/9635251/,"['X Peng', ' L Wei', ' W Gao']","… impact on the entire production process, leading to a seriouseconomicand social life. Inthis paper, aCNN-based machine learning fault diagnosis method is proposed to address the …",hindawi.com,2,"/scholar?cites=17684492005841146621&as_sdt=2005&sciodt=0,5&hl=en",2022
I8yINb2kQaMJ,Analysis and prediction of gold price usingCNNand Bi-GRU based neural network model,https://ieeexplore.ieee.org/abstract/document/9689880/,"['MM Billah', 'S Das']","… As gold is essential for maintaining value, investment, and nationaleconomicstability, it isundoubtedly vital to forecast the price of gold accurately. In this paper, we proposed a hybrid …",ieeexplore.ieee.org,5,"/scholar?cites=11763864834222378019&as_sdt=2005&sciodt=0,5&hl=en",2021
IbmdG3dnMFgJ,A lightweightCNN-based algorithm and implementation on embedded system for real-time face recognition,https://link.springer.com/article/10.1007/s00530-022-00973-z,"['Z Chen', ' J Chen', ' G Ding', ' H Huang']","… In recent years, a batch of research on lightweight convolutional neural networks (CNNs)has emerged, bringing new ideas to theeconomicapplication of face recognition systems. In …",Springer,7,"/scholar?cites=6354692835481860385&as_sdt=2005&sciodt=0,5&hl=en",2023
